X,Type,KeyCite.Treatment,KeyCite.URL,Title,Document.URL,Court.Line,Filed.Date,Citation,Parallel.Cite,Docket.Num,year,INCLUDE FINAL?,Why,Pro-antitrust enforcement,Direct Appeal from District Court?,party1,party2,scoreType,partyDecisionFavored,Robinson-Patman Claim,Merger,Sherman 1,Sherman 2
94,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I3185de089c2511d9bdd1cfdd544ca3a4&rank=367&listSource=Search&list=CASE&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,National R.R. Passenger Corp. v. Morgan,https://www.westlaw.com/Document/I3185de089c2511d9bdd1cfdd544ca3a4/View/FullText.html?listSource=Search&list=CASE&rank=367&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,10-Jun-02,536 U.S. 101,122 S.Ct. 2061,00-1614,2002,No,"Respondent Abner Morgan, Jr., sued petitioner National Railroad Passenger Corporation (Amtrak) under Title VII of the Civil Rights Act of 1964, 78 Stat. 253, as amended, 42 U. S. C. § 2000e et seq., alleging that he had been subjected to discrete discriminatory and retaliatory acts and had experienced a racially hostile work environment throughout his employment. Section 2000e-5(e)(1) requires that a Title 105*105 VII plaintiff file a charge with the Equal Employment Opportunity Commission (EEOC) either 180 or 300 days ""after the alleged unlawful employment practice occurred."" We consider whether, and under what circumstances, a Title VII plaintiff may file suit on events that fall outside this statutory time period.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
95,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I64fd58eb9c9711d9bc61beebb95be672&rank=261&listSource=Search&list=CASE&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"PacifiCare Health Systems, Inc. v. Book",https://www.westlaw.com/Document/I64fd58eb9c9711d9bc61beebb95be672/View/FullText.html?listSource=Search&list=CASE&rank=261&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,7-Apr-03,538 U.S. 401,123 S.Ct. 1531,02-215,2003,No,"In this case, we are asked to decide whether respondents can be compelled to arbitrate claims arising under the Racketeer Influenced and Corrupt Organizations Act (RICO), 18 U. S. C. § 1961 et seq., notwithstanding the fact that the parties' arbitration agreements may be construed to limit the arbitrator's authority to award damages under that statute.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
96,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I36738e4781d911daa20eccddde63d628&rank=224&listSource=Search&list=CASE&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"Volvo Trucks North America, Inc. v. Reeder-Simco GMC, Inc.",https://www.westlaw.com/Document/I36738e4781d911daa20eccddde63d628/View/FullText.html?listSource=Search&list=CASE&rank=224&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,10-Jan-06,546 U.S. 164,126 S.Ct. 860,04-905,2006,Yes,"This case concerns specially ordered products—heavy-duty trucks supplied by Volvo Trucks North America, Inc. (Volvo), and sold by franchised dealers through a competitive bidding process. In this process, the retail customer states its specifications and invites bids, generally from dealers franchised by different manufacturers. Only when a Volvo dealer's bid proves successful does the dealer arrange to purchase the trucks, which Volvo then builds to meet the customer's specifications.

Reeder-Simco GMC, Inc. (Reeder), a Volvo dealer located in Fort Smith, Arkansas, commenced suit against Volvo alleging that Reeder's sales and profits declined because Volvo offered other dealers more favorable price concessions than those offered to Reeder. Reeder sought redress for its alleged losses under § 2 of the Clayton Act, 38 Stat. 730, as amended by the Robinson-Patman Price Discrimination Act, 49 Stat. 1526, 15 U.S.C. § 13 (Robinson-Patman Act or Act), and the Arkansas Franchise Practices Act, Ark. Code Ann. § 4-72-201 et seq. (2001). Reeder prevailed at trial and on appeal on both claims.

We granted review on the federal claim to resolve the question whether a manufacturer offering its dealers different wholesale prices may be held liable for price discrimination proscribed by Robinson-Patman, absent a showing that the manufacturer discriminated between dealers contemporaneously competing to resell to the same retail customer. While state law designed to protect franchisees may provide, and in this case has provided, a remedy for the dealer exposed to conduct of the kind Reeder alleged, the Robinson-Patman Act, we hold, does not reach the case Reeder presents. The Act centrally addresses price discrimination in cases involving competition between different purchasers for 170*170 resale of the purchased product. Competition of that character ordinarily is not involved when a product subject to special order is sold through a customer-specific competitive bidding process.",No,No,Bigger Company,Smaller Company,plb,p1,Yes,No,No,No
97,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Icfadb5b201e811dba2529ff4f933adbe&rank=387&listSource=Search&list=CASE&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Woodford v. Ngo,https://www.westlaw.com/Document/Icfadb5b201e811dba2529ff4f933adbe/View/FullText.html?listSource=Search&list=CASE&rank=387&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,22-Jun-06,548 U.S. 81,126 S.Ct. 2378,05-416,2006,No,"This case presents the question whether a prisoner can satisfy the Prison Litigation Reform Act's exhaustion requirement, 42 U. S. C. § 1997e(a), by filing an untimely or otherwise procedurally defective administrative grievance or 84*84 appeal. We hold that proper exhaustion of administrative remedies is necessary.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
98,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Iabb308df9d7011e0a8a2938374af9660&rank=372&listSource=Search&list=CASE&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"CSX Transp., Inc. v. McBride",https://www.westlaw.com/Document/Iabb308df9d7011e0a8a2938374af9660/View/FullText.html?listSource=Search&list=CASE&rank=372&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,23-Jun-11,564 U.S. 685,131 S.Ct. 2630,10-235,2011,No,Labor law case,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
99,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Iecd52c323b8811e1aa95d4e04082c730&rank=362&listSource=Search&list=CASE&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,CompuCredit Corp. v. Greenwood,https://www.westlaw.com/Document/Iecd52c323b8811e1aa95d4e04082c730/View/FullText.html?listSource=Search&list=CASE&rank=362&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,10-Jan-12,565 U.S. 95,132 S.Ct. 665,10-948,2012,No,"We consider whether the Credit Repair Organizations Act (CROA or Act), 15 U.S.C. § 1679 et seq., precludes enforcement of an arbitration agreement in a lawsuit alleging violations of that Act.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I242dd64c3c6611e1bd928e1973ff4e60&rank=365&listSource=Search&list=CASE&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"Pacific Operators Offshore, LLP v. Valladolid",https://www.westlaw.com/Document/I242dd64c3c6611e1bd928e1973ff4e60/View/FullText.html?listSource=Search&list=CASE&rank=365&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,11-Jan-12,565 U.S. 207,132 S.Ct. 680,10-507,2012,No,"The Outer Continental Shelf Lands Act (OCSLA) extends the federal workers' compensation scheme established in the Longshore and Harbor Workers' Compensation Act (LHWCA), 33 U.S.C. § 901 et seq., to injuries ""occurring as the result of operations conducted on the outer Continental Shelf"" for the purpose of extracting natural resources from the shelf. 43 U.S.C. § 1333(b). The United States Court of Appeals for the Ninth Circuit determined that the OCSLA extends coverage to an employee who can establish a substantial nexus between his injury and his employer's extractive operations on the Outer Continental Shelf. We affirm.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
101,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ice0811f8b3fd11e3a341ea44e5e1f25f&rank=253&listSource=Search&list=CASE&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"Lexmark Intern., Inc. v. Static Control Components, Inc.",https://www.westlaw.com/Document/Ice0811f8b3fd11e3a341ea44e5e1f25f/View/FullText.html?listSource=Search&list=CASE&rank=253&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,25-Mar-14,572 U.S. 118,134 S.Ct. 1377,12-873,2014,No,"This case requires us to decide whether respondent, Static Control Components, Inc., may sue petitioner, Lexmark International, Inc., for false advertising under the Lanham Act, 15 U.S.C. § 1125(a).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
102,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ifcbfdeffe8e311e4b4bafa136b480ad2&rank=216&listSource=Search&list=CASE&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,U.S. v. Wong,https://www.westlaw.com/Document/Ifcbfdeffe8e311e4b4bafa136b480ad2/View/FullText.html?listSource=Search&list=CASE&rank=216&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,22-Apr-15,575 U.S. 402,135 S.Ct. 1625,"13-1074, 13-1075",2015,No,"The Federal Tort Claims Act (FTCA or Act) provides that a tort claim against the United States ""shall be forever barred"" unless it is presented to the ""appropriate Federal agency within two years after such claim accrues"" and then brought to federal court ""within six months"" after the agency acts on the claim. 28 U.S.C. § 2401(b). In each of the two cases we resolve here, the claimant missed one of those deadlines, but requested equitable tolling on the ground that she had a good reason for filing late. The Government responded that § 2401(b)'s time limits are not subject to tolling because they are jurisdictional restrictions. Today, we reject the Government's argument and conclude that courts may toll both of the FTCA's limitations periods.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
103,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I0210e51c36e911e6a807ad48145ed9f1&rank=97&listSource=Search&list=CASE&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"RJR Nabisco, Inc. v. European Community",https://www.westlaw.com/Document/I0210e51c36e911e6a807ad48145ed9f1/View/FullText.html?listSource=Search&list=CASE&rank=97&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,20-Jun-16,579 U.S. 325,136 S.Ct. 2090,15-138,2016,No,"The Racketeer Influenced and Corrupt Organizations Act (RICO) prohibits certain activities of organized crime groups in relation to an enterprise. RICO makes it a crime to invest income derived from a pattern of racketeering activity in an enterprise ""which is engaged in, or the activities of which affect, interstate or foreign commerce,"" 18 U.S.C. § 1962(a); to acquire or maintain an interest in an enterprise through a pattern of racketeering activity, § 1962(b); to conduct an enterprise's affairs through a pattern of racketeering activity, § 1962(c); and to conspire to violate any of the other three prohibitions, § 1962(d). RICO also provides a civil cause of action for ""[a]ny person injured in his business or property by reason of a violation"" of those prohibitions. § 1964(c).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
104,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I1b7737e2450511e7b92bf4314c15140f&rank=371&listSource=Search&list=CASE&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,BNSF Ry. Co. v. Tyrrell,https://www.westlaw.com/Document/I1b7737e2450511e7b92bf4314c15140f/View/FullText.html?listSource=Search&list=CASE&rank=371&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,30-May-17,137 S.Ct. 1549,2017 WL 2322834,16-405,2017,No,Labor law case,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
105,Cases,,,"Nestl√® USA, Inc. v. Doe",https://www.westlaw.com/Document/Ib1b12d82cf3b11ebaa829251c41d9359/View/FullText.html?listSource=Search&list=CASE&rank=363&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States.,17-Jun-21,141 S.Ct. 1931,2021 WL 2459254,"19-416, 19-453",2021,No,"Respondents are six individuals from Mali who allege that they were trafficked into Ivory Coast as child slaves to produce cocoa. U.S.-based companies Nestlé USA, Inc., and Cargill, Inc., do not own or operate cocoa farms in Ivory Coast, but they do buy cocoa from farms located there and provide those farms with technical and financial resources. Respondents sued Nestlé, Cargill, and others under the Alien Tort Statute (ATS)—which provides federal courts jurisdiction to hear claims brought ""by an alien for a tort only, committed in violation of the law of nations or a treaty of the United States,"" 28 U.S.C. § 1350—contending that this arrangement aids and abets child slavery. Because respondents' injuries occurred overseas and the only domestic conduct alleged by respondents was general corporate activity, the District Court dismissed the suit as an impermissible extraterritorial application of the ATS under Kiobel v. Royal Dutch Petroleum Co., 569 U.S. 108, 133 S.Ct. 1659, 185 L.Ed.2d 671 (2013). The Ninth Circuit held, as relevant, that respondents had pleaded a domestic application of the ATS, as required by Kiobel, because the corporations' major operational decisions originated in the United States.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
